Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.004,
Horizontal Delay,0,
Sample Interval,4e-06,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,2,
Vertical Position,2,
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.7720e-02,0.642812,3.58094
-1.7716e-02,0.641875,3.58062
-1.7712e-02,0.646562,3.58062
-1.7708e-02,0.649687,3.585
-1.7704e-02,0.645938,3.58469
-1.7700e-02,0.648125,3.58719
-1.7696e-02,0.649063,3.58812
-1.7692e-02,0.648125,3.59031
-1.7688e-02,0.6475,3.59219
-1.7684e-02,0.650938,3.59219
-1.7680e-02,0.65375,3.59469
-1.7676e-02,0.655625,3.59625
-1.7672e-02,0.658125,3.59531
-1.7668e-02,0.654063,3.59875
-1.7664e-02,0.655625,3.59938
-1.7660e-02,0.657813,3.59781
-1.7656e-02,0.658125,3.60094
-1.7652e-02,0.65875,3.60188
-1.7648e-02,0.659063,3.6025
-1.7644e-02,0.658125,3.59938
-1.7640e-02,0.660312,3.60438
-1.7636e-02,0.659688,3.60844
-1.7632e-02,0.66125,3.6075
-1.7628e-02,0.660625,3.61187
-1.7624e-02,0.660625,3.61156
-1.7620e-02,0.662813,3.60906
-1.7616e-02,0.663125,3.61
-1.7612e-02,0.662187,3.61313
-1.7608e-02,0.663125,3.615
-1.7604e-02,0.664688,3.61313
-1.7600e-02,0.667187,3.61719
-1.7596e-02,0.66625,3.61656
-1.7592e-02,0.66625,3.61875
-1.7588e-02,0.665938,3.61906
-1.7584e-02,0.667187,3.62062
-1.7580e-02,0.67125,3.61875
-1.7576e-02,0.667813,3.62125
-1.7572e-02,0.665312,3.62156
-1.7568e-02,0.669375,3.62469
-1.7564e-02,0.672813,3.62469
-1.7560e-02,0.669375,3.62375
-1.7556e-02,0.670937,3.62719
-1.7552e-02,0.671875,3.62688
-1.7548e-02,0.671875,3.63125
-1.7544e-02,0.675,3.63125
-1.7540e-02,0.672813,3.63031
-1.7536e-02,0.671875,3.63219
-1.7532e-02,0.675313,3.63375
-1.7528e-02,0.674375,3.63187
-1.7524e-02,0.675,3.63344
-1.7520e-02,0.672813,3.63625
-1.7516e-02,0.67125,3.63844
-1.7512e-02,0.676875,3.63781
-1.7508e-02,0.680625,3.64031
-1.7504e-02,0.6775,3.63937
-1.7500e-02,0.678438,3.64438
-1.7496e-02,0.678438,3.64344
-1.7492e-02,0.683125,3.645
-1.7488e-02,0.679375,3.64438
-1.7484e-02,0.68,3.64594
-1.7480e-02,0.679375,3.64719
-1.7476e-02,0.68,3.6475
-1.7472e-02,0.683125,3.65062
-1.7468e-02,0.684063,3.65
-1.7464e-02,0.681563,3.65219
-1.7460e-02,0.681563,3.65125
-1.7456e-02,0.681563,3.6525
-1.7452e-02,0.6825,3.65375
-1.7448e-02,0.682188,3.65375
-1.7444e-02,0.678438,3.65469
-1.7440e-02,0.680937,3.65156
-1.7436e-02,0.6825,3.65656
-1.7432e-02,0.682188,3.65531
-1.7428e-02,0.682188,3.65719
-1.7424e-02,0.679375,3.65875
-1.7420e-02,0.6825,3.65875
